,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,random_income
18508,47,Private,107682,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,48,United-States,<=50K,21704
18509,25,Private,188507,7th-8th,4,Single,Machine-op-inspct,Other-relative,White,Female,0,0,40,Dominican-Republic,<=50K,42081
18510,18,Unknown,28311,11th,7,Single,Unknown,Own-child,White,Female,0,0,35,United-States,<=50K,5110
18511,19,Private,177839,HS-grad,9,Single,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K,42496
18518,17,Unknown,34088,12th,8,Single,Unknown,Own-child,White,Female,0,0,25,United-States,<=50K,40633
18525,43,Private,195212,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,Unknown,<=50K,28748
18528,32,Private,430175,HS-grad,9,Divorced,Craft-repair,Other-relative,Black,Female,0,0,50,United-States,<=50K,30183
18529,55,Private,28735,HS-grad,9,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,45,United-States,<=50K,47041
18531,59,Private,113203,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,21024
18537,31,Private,118149,Some-college,10,Single,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K,22542
18538,18,Private,267965,11th,7,Single,Sales,Not-in-family,White,Female,0,0,15,United-States,<=50K,42270
18543,53,Private,117058,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,7929
18549,36,State-gov,210830,Masters,14,Single,Prof-specialty,Own-child,White,Female,0,0,30,United-States,<=50K,10900
18550,29,Private,196420,HS-grad,9,Single,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K,28032
18551,52,Private,172165,10th,6,Divorced,Other-service,Other-relative,White,Female,0,0,25,United-States,<=50K,37668
18553,22,Private,119359,Bachelors,13,Single,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,32596
18554,44,Self-emp-not-inc,109684,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,32624
18556,49,Private,125421,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K,9599
18559,50,Private,113290,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,15,United-States,<=50K,20382
18561,46,Unknown,37672,HS-grad,9,Divorced,Unknown,Not-in-family,White,Female,0,0,15,United-States,<=50K,21938
18562,49,Federal-gov,35406,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,20,United-States,<=50K,34714
18563,22,Private,199419,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K,7059
18567,67,Local-gov,176931,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K,41726
18569,52,Federal-gov,312500,Assoc-voc,11,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,40,United-States,<=50K,3737
18572,18,Private,184016,11th,7,Single,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,29375
18576,42,Private,102085,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K,14821
18580,51,Private,162988,10th,6,Divorced,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50K,26190
18582,24,Private,310380,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,0,0,45,United-States,<=50K,46488
18584,26,Private,311497,Bachelors,13,Single,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,41548
18597,63,Private,106910,5th-6th,3,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,19,Philippines,<=50K,41215
18599,75,Private,71898,Preschool,1,Single,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,0,0,48,Philippines,<=50K,24031
18600,52,Private,222107,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,50,United-States,<=50K,3557
18603,40,Federal-gov,391744,HS-grad,9,Single,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,19820
18605,21,State-gov,39236,Some-college,10,Single,Prof-specialty,Not-in-family,White,Female,0,0,8,United-States,<=50K,22925
18606,30,Private,86808,Bachelors,13,Single,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,<=50K,39661
18607,21,Private,184756,Some-college,10,Single,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K,35881
18609,40,Private,101272,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,<=50K,33780
18614,55,Private,179534,11th,7,Widowed,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K,11716
18618,26,Local-gov,167261,Bachelors,13,Single,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,16470
18619,28,Local-gov,251854,Some-college,10,Single,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,13416
18621,51,Private,302579,HS-grad,9,Divorced,Other-service,Other-relative,Black,Female,0,0,30,United-States,<=50K,20953
18625,36,Private,83471,HS-grad,9,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,20,United-States,<=50K,16789
18626,23,Private,170070,12th,8,Single,Other-service,Not-in-family,White,Female,0,0,38,United-States,<=50K,9777
18629,18,Private,335665,11th,7,Single,Other-service,Other-relative,Black,Female,0,0,24,United-States,<=50K,37993
18632,42,Private,159911,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,46005
18633,22,Private,133833,Some-college,10,Single,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,33137
18639,30,Private,182833,Some-college,10,Single,Exec-managerial,Own-child,Black,Female,0,0,40,United-States,<=50K,43139
18640,22,Private,383603,Some-college,10,Single,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,8876
18642,43,Private,184846,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,60,United-States,<=50K,41054
18644,35,Private,112512,HS-grad,9,Widowed,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,9918
18645,28,Private,137296,Assoc-acdm,12,Single,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K,13813
18646,28,Private,37821,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,45,United-States,<=50K,20797
18647,25,Private,295108,HS-grad,9,Single,Handlers-cleaners,Unmarried,Black,Female,0,0,25,United-States,<=50K,32628
18651,31,Private,240283,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,134975
18654,24,Private,196332,HS-grad,9,Single,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K,8747
18656,46,Private,225065,Preschool,1,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Mexico,<=50K,25174
18664,18,Private,96483,HS-grad,9,Single,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,20,United-States,<=50K,40378
18666,45,State-gov,36032,HS-grad,9,Divorced,Protective-serv,Unmarried,Black,Female,0,0,40,United-States,<=50K,22753
18667,30,Private,174215,Doctorate,16,Single,Prof-specialty,Not-in-family,White,Female,0,0,15,United-States,<=50K,19237
18668,24,Private,228772,5th-6th,3,Single,Machine-op-inspct,Other-relative,White,Female,0,0,40,Mexico,<=50K,3442
18669,22,Private,242912,HS-grad,9,Single,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K,30905
18672,18,Private,201613,12th,8,Single,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,37324
18677,26,Private,139116,Some-college,10,Single,Other-service,Own-child,Black,Female,0,0,50,United-States,<=50K,16614
18680,34,Private,271933,Masters,14,Single,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K,1520
18685,28,Unknown,205562,Masters,14,Single,Unknown,Not-in-family,Black,Female,0,0,40,United-States,<=50K,27408
18704,23,State-gov,170091,Some-college,10,Single,Prof-specialty,Own-child,White,Female,0,0,6,United-States,<=50K,2504
18705,53,Federal-gov,105788,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,50,United-States,>50K,232908
18707,32,Private,168443,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,7539
18708,33,Private,120201,HS-grad,9,Divorced,Adm-clerical,Own-child,Other,Female,0,0,65,United-States,<=50K,39940
18714,44,State-gov,87282,Bachelors,13,Single,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,38,United-States,<=50K,6354
18718,48,Self-emp-not-inc,162236,Masters,14,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,Unknown,>50K,377572
18719,42,Private,409902,HS-grad,9,Single,Exec-managerial,Unmarried,Black,Female,0,0,25,United-States,<=50K,19972
18721,35,Private,283305,Bachelors,13,Single,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,6453
18723,34,Self-emp-inc,114733,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,36,United-States,<=50K,36805
18727,44,State-gov,395078,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,38631
18733,31,Private,128493,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K,43176
18734,30,State-gov,290677,Masters,14,Single,Adm-clerical,Not-in-family,Black,Female,0,0,20,United-States,<=50K,19729
18739,22,Private,203182,Bachelors,13,Single,Exec-managerial,Unmarried,White,Female,0,0,30,United-States,<=50K,13527
18740,20,Unknown,211968,Some-college,10,Single,Unknown,Own-child,White,Female,0,0,45,United-States,<=50K,5194
18741,26,Private,166666,Some-college,10,Single,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K,42656
18758,20,Unknown,34321,Some-college,10,Single,Unknown,Own-child,White,Female,0,0,30,United-States,<=50K,19061
18769,46,Local-gov,146497,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,41777
18773,38,Private,162322,Assoc-voc,11,Single,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,12598
18782,19,Private,252862,Assoc-voc,11,Single,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,36817
18788,18,Private,151866,Some-college,10,Single,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K,19313
18789,60,Private,297261,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,15,United-States,<=50K,46159
18790,43,Private,148998,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,29581
18791,42,Private,143046,HS-grad,9,Single,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,31325
18793,31,Private,198452,Bachelors,13,Single,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,29099
18797,24,Private,376393,Assoc-voc,11,Single,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,35647
18798,21,State-gov,151790,Some-college,10,Single,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K,8535
18800,20,Unknown,163911,Some-college,10,Single,Unknown,Own-child,White,Female,0,0,40,United-States,<=50K,29847
18801,35,Private,214896,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K,37796
18806,36,Unknown,28160,HS-grad,9,Divorced,Unknown,Not-in-family,White,Female,0,0,40,United-States,<=50K,43526
18807,32,Private,462255,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,8584
18810,17,Private,187308,10th,6,Single,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K,42595
18811,45,Local-gov,189890,HS-grad,9,Single,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,21737
18813,19,Private,63434,Some-college,10,Single,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States,<=50K,43161
18814,45,Private,1366120,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female,0,0,8,United-States,<=50K,34333
18816,17,Unknown,181337,10th,6,Single,Unknown,Own-child,Other,Female,0,0,20,United-States,<=50K,40704
18817,51,Private,74784,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K,24380
18819,23,Private,406641,Some-college,10,Single,Handlers-cleaners,Other-relative,White,Female,0,0,18,United-States,<=50K,34733
18821,36,Unknown,139770,Some-college,10,Divorced,Unknown,Own-child,White,Female,0,0,32,United-States,<=50K,44165
18822,25,Private,180212,HS-grad,9,Single,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,26802
18823,38,Unknown,338212,Some-college,10,Married-civ-spouse,Unknown,Wife,White,Female,0,0,20,United-States,<=50K,49854
18826,26,Local-gov,80485,Bachelors,13,Single,Prof-specialty,Not-in-family,White,Female,0,0,38,United-States,<=50K,1753
18831,18,Unknown,266287,Some-college,10,Single,Unknown,Own-child,White,Female,0,0,25,United-States,<=50K,40649
18835,52,Private,167527,11th,7,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,11405
18837,35,Private,210150,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,39261
18838,39,Private,179824,HS-grad,9,Single,Machine-op-inspct,Unmarried,Black,Female,0,0,36,United-States,<=50K,45821
18842,39,Private,108069,Some-college,10,Single,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K,13364
18844,38,Private,31053,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,28244
18846,54,Private,87205,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,15,United-States,<=50K,35005
18847,45,Private,191703,HS-grad,9,Single,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K,4673
18849,23,Local-gov,185575,Bachelors,13,Single,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,35828
18861,63,Private,113756,HS-grad,9,Single,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,34664
18864,29,Private,198825,HS-grad,9,Single,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,<=50K,48767
18867,26,Unknown,221626,Bachelors,13,Married-civ-spouse,Unknown,Wife,White,Female,0,0,40,United-States,<=50K,43281
18868,42,Self-emp-not-inc,352196,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,22,United-States,<=50K,20916
18873,46,Local-gov,180010,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,440243
18874,46,Without-pay,142210,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,25,United-States,<=50K,32028
18875,33,Private,415706,5th-6th,3,Separated,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K,11751
18877,26,Private,343506,HS-grad,9,Single,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K,43527
18878,49,Local-gov,116163,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,France,<=50K,35264
18879,66,Unknown,206560,HS-grad,9,Widowed,Unknown,Not-in-family,Other,Female,0,0,35,Puerto-Rico,<=50K,14951
18881,27,Private,33429,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,17488
18882,31,Private,169583,HS-grad,9,Single,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,36925
18883,47,Private,146497,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,16,Germany,<=50K,21652
18885,27,Private,240809,Some-college,10,Single,Adm-clerical,Not-in-family,White,Female,0,0,56,United-States,<=50K,41429
18886,38,Private,203763,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,5265
18887,27,Private,218785,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,32855
18891,37,Private,99270,HS-grad,9,Single,Transport-moving,Other-relative,White,Female,0,0,40,United-States,<=50K,30151
18894,26,Private,131686,Bachelors,13,Single,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,39734
18895,73,Unknown,84390,Assoc-voc,11,Married-spouse-absent,Unknown,Not-in-family,White,Female,0,0,32,United-States,<=50K,45079
18897,47,Private,72880,Masters,14,Single,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,2516
18898,28,Unknown,149646,Some-college,10,Divorced,Unknown,Own-child,White,Female,0,0,20,Unknown,<=50K,22114
18900,17,Private,108909,HS-grad,9,Single,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,35127
18904,53,Private,122412,Bachelors,13,Single,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,22425
18906,35,Private,379959,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,16222
18907,39,Private,225330,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,50,Poland,>50K,165129
18911,42,Private,184823,Some-college,10,Single,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,14990
18912,35,Private,81259,Bachelors,13,Single,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,<=50K,48082
18913,35,Private,301369,12th,8,Single,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K,27300
18916,25,Local-gov,77698,Some-college,10,Single,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,8935
18927,36,Private,114988,HS-grad,9,Single,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,46338
18928,34,Local-gov,117392,Masters,14,Single,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,21100
18930,53,Private,195638,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,7212
18931,49,State-gov,216734,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,34100
18934,25,Private,126133,Some-college,10,Single,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,35179
18937,29,Private,274969,HS-grad,9,Single,Craft-repair,Unmarried,White,Female,0,0,42,United-States,<=50K,5648
18938,23,Private,189072,Bachelors,13,Single,Tech-support,Not-in-family,Black,Female,0,0,45,United-States,<=50K,12037
18940,20,Private,210338,Some-college,10,Single,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K,29605
18943,24,Federal-gov,219519,Some-college,10,Single,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K,38338
18951,20,Private,344492,HS-grad,9,Separated,Sales,Own-child,White,Female,0,0,26,United-States,<=50K,19727
18955,48,Private,139290,10th,6,Separated,Machine-op-inspct,Own-child,White,Female,0,0,48,United-States,<=50K,14594
18958,21,Unknown,123727,Some-college,10,Single,Unknown,Not-in-family,White,Female,0,0,28,United-States,<=50K,23825
18967,59,Private,21792,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,10,United-States,<=50K,45065
18970,42,Private,240628,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K,390524
18975,50,Private,138514,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,30313
18976,18,Private,92008,HS-grad,9,Single,Handlers-cleaners,Other-relative,White,Female,0,0,28,United-States,<=50K,24964
18977,23,Private,207415,Bachelors,13,Single,Exec-managerial,Own-child,White,Female,0,0,15,United-States,<=50K,42965
18987,18,Private,220836,11th,7,Single,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K,47296
18992,55,Private,123515,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,4835
18994,22,Private,229456,HS-grad,9,Single,Adm-clerical,Own-child,Black,Female,0,0,38,United-States,<=50K,1599
18997,25,Private,29020,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,45,United-States,<=50K,49292
19003,45,Local-gov,209482,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,>50K,361197
19011,34,State-gov,355700,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K,32682
19015,23,Private,217169,Bachelors,13,Single,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,41569
19016,46,Private,184883,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K,37024
19020,71,Private,217971,9th,5,Widowed,Sales,Unmarried,White,Female,0,0,13,United-States,<=50K,29034
19025,21,Private,277530,HS-grad,9,Single,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,32972
19028,37,Local-gov,593246,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K,103511
19030,64,Private,192596,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K,4033
19036,53,Local-gov,205005,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,60,United-States,>50K,389011
19043,27,Private,174645,HS-grad,9,Single,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,26495
19044,19,Private,321817,11th,7,Single,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,8884
19049,24,Private,187717,Bachelors,13,Single,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,26214
19057,34,State-gov,259705,Some-college,10,Separated,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,25618
19058,20,Unknown,117789,Some-college,10,Single,Unknown,Own-child,White,Female,0,0,40,United-States,<=50K,27724
19063,51,Private,108233,Assoc-acdm,12,Separated,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K,39394
19066,30,Private,141118,Assoc-voc,11,Single,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,42490
19071,30,Private,399522,11th,7,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K,42565
19073,56,Local-gov,264436,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,42939
19075,61,Federal-gov,28291,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,35933
19079,56,Self-emp-not-inc,51662,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K,44424
19080,45,Private,289468,11th,7,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,37489
19084,23,Private,213811,Bachelors,13,Single,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,6455
19086,19,Private,219300,Some-college,10,Single,Sales,Own-child,White,Female,0,0,25,United-States,<=50K,34872
19090,55,Federal-gov,264834,Bachelors,13,Single,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,15861
19091,34,State-gov,98995,Assoc-voc,11,Single,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,43015
19093,28,Private,167987,HS-grad,9,Single,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,34126
19096,51,Self-emp-not-inc,85902,10th,6,Widowed,Transport-moving,Other-relative,White,Female,0,0,40,United-States,<=50K,1780
19102,24,Private,440138,HS-grad,9,Single,Priv-house-serv,Not-in-family,White,Female,0,0,45,England,<=50K,21675
19103,24,Private,218215,Assoc-voc,11,Single,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K,25794
19105,45,Private,183598,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,3348
19108,21,Private,155818,HS-grad,9,Single,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,32096
19114,47,Private,97419,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,Black,Female,0,0,40,United-States,<=50K,35500
19115,25,Unknown,12285,Some-college,10,Single,Unknown,Not-in-family,Amer-Indian-Eskimo,Female,0,0,20,United-States,<=50K,40557
19116,30,Private,263150,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,20,United-States,<=50K,21573
19117,49,Unknown,189885,HS-grad,9,Widowed,Unknown,Not-in-family,Black,Female,0,0,40,United-States,<=50K,29612
19122,35,Private,186886,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,55,United-States,<=50K,27866
19123,20,Private,33221,Some-college,10,Single,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K,30258
19125,23,Private,209770,HS-grad,9,Single,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,45061
19127,65,Local-gov,180869,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K,31546
19128,25,Private,190350,HS-grad,9,Single,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,39247
19129,45,Private,204057,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Germany,<=50K,17566
19130,67,Private,134906,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,32,United-States,<=50K,31217
19131,40,Private,174515,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,10065
19135,44,Private,462838,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,48,United-States,<=50K,21195
19138,33,Federal-gov,37546,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,418258
19139,46,Private,116666,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,3416
19144,24,Private,133520,Some-college,10,Single,Sales,Own-child,White,Female,0,0,15,United-States,<=50K,37693
19145,66,Unknown,99888,Assoc-voc,11,Widowed,Unknown,Not-in-family,White,Female,0,0,40,United-States,<=50K,2299
19146,31,Private,176410,HS-grad,9,Single,Other-service,Own-child,White,Female,0,0,38,United-States,<=50K,3418
19147,35,Federal-gov,103214,Doctorate,16,Single,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,60,United-States,>50K,270899
19152,22,Private,374116,HS-grad,9,Single,Priv-house-serv,Own-child,White,Female,0,0,36,United-States,<=50K,32434
19156,36,Private,350783,HS-grad,9,Single,Prof-specialty,Not-in-family,White,Female,0,0,38,United-States,<=50K,42793
19157,66,Local-gov,140849,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K,4199
19158,44,Private,175943,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,<=50K,25532
19159,45,Local-gov,125933,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,16580
19160,49,Private,225124,HS-grad,9,Divorced,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K,21005
19161,36,Private,272090,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,El-Salvador,<=50K,47584
19168,51,Self-emp-not-inc,205100,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,36063
19169,20,Private,352139,Some-college,10,Divorced,Other-service,Own-child,White,Female,0,0,29,United-States,<=50K,15515
19170,39,Private,111268,Bachelors,13,Single,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,41381
19172,19,Private,271446,Some-college,10,Single,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K,24458
19181,18,Private,99219,11th,7,Single,Sales,Own-child,White,Female,0,0,15,United-States,<=50K,32604
19184,44,Private,150011,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,12646
19186,40,Private,182217,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Scotland,<=50K,9092
19194,37,Private,58337,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K,98002
