,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,capital.gain,capital.loss,hours.per.week,native.country,income,random_income
19474,36,Private,186808,Bachelors Degree,13,Married-civ-spouse,Craft-repair,Single,White,0,0,40,United-States,>50K,416181
19477,46,Federal-gov,78022,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,>50K,355790
19478,24,Private,417668,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,20,United-States,<=50K,42241
19479,41,Private,223763,Highschool Graduate,9,Divorced,Craft-repair,Single,White,0,0,40,United-States,<=50K,48102
19480,68,Private,223851,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,24,United-States,<=50K,11158
19481,38,Local-gov,115634,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,<=50K,20132
19482,47,Private,114459,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,40,United-States,>50K,342713
19483,41,Private,197093,Bachelors Degree,10,Single,Other-service,Single,Black,0,0,20,United-States,<=50K,44410
19485,29,Private,59231,Bachelors Degree,10,Married-civ-spouse,Craft-repair,Married,White,0,0,42,United-States,<=50K,23975
19488,26,Federal-gov,52322,Bachelors Degree,13,Single,Tech-support,Single,Other,0,0,60,United-States,<=50K,1322
19490,36,Private,107125,Highschool Graduate,9,Married-civ-spouse,Tech-support,Married,White,0,0,50,United-States,<=50K,49639
19493,40,State-gov,26598,Bachelors Degree,13,Divorced,Prof-specialty,Single,White,0,0,40,United-States,<=50K,35067
19495,21,Unknown,121694,Highschool Graduate,4,Single,Unknown,Single,White,0,0,40,United-States,<=50K,16590
19496,53,Private,208302,Highschool Graduate,6,Married-civ-spouse,Other-service,Married,White,0,0,34,United-States,<=50K,49646
19497,34,Local-gov,172664,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,12800
19498,43,Private,54611,Highschool Graduate,9,Divorced,Transport-moving,Single,White,0,0,60,United-States,<=50K,27241
19499,64,Private,631947,Highschool Graduate,6,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,<=50K,37381
19501,25,Unknown,239120,Bachelors Degree,13,Single,Unknown,Single,White,0,0,13,United-States,<=50K,40211
19502,47,Local-gov,193012,Advanced Degree,14,Divorced,Protective-serv,Single,Black,0,0,50,United-States,>50K,58216
19503,57,Private,84888,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,0,50,United-States,<=50K,25624
19505,37,Private,337778,Highschool Graduate,7,Divorced,Farming-fishing,Single,White,0,0,40,United-States,<=50K,1127
19506,51,Self-emp-not-inc,94432,Highschool Graduate,9,Married-civ-spouse,Farming-fishing,Married,White,0,0,55,United-States,>50K,314521
19508,49,Private,116143,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,40,United-States,<=50K,28185
19509,52,Private,128272,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,14,United-States,<=50K,8085
19511,24,State-gov,289909,Bachelors Degree,10,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,<=50K,14393
19512,39,Private,154641,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,45,United-States,>50K,336467
19513,30,Private,203488,Bachelors Degree,10,Single,Craft-repair,Single,White,0,0,44,United-States,<=50K,37790
19515,30,Private,169589,Bachelors Degree,10,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,<=50K,20962
19517,58,Local-gov,489085,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,Black,0,0,40,United-States,<=50K,14960
19518,32,Private,36302,Bachelors Degree,10,Married-civ-spouse,Adm-clerical,Married,White,0,0,50,United-States,<=50K,28894
19521,18,Private,282609,Highschool Graduate,3,Single,Handlers-cleaners,Single,White,0,0,30,Honduras,<=50K,5724
19525,40,Private,236110,Highschool Graduate,8,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,Cuba,>50K,432408
19526,38,Private,312271,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,50,United-States,>50K,495337
19528,47,Private,204692,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,1609
19530,59,State-gov,202682,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,40,United-States,<=50K,45870
19532,44,Local-gov,24982,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,>50K,215902
19534,50,Local-gov,36489,Highschool Graduate,6,Single,Other-service,Single,White,0,0,40,United-States,<=50K,36531
19535,33,Local-gov,154874,Bachelors Degree,10,Married-civ-spouse,Protective-serv,Married,White,0,0,40,United-States,<=50K,42818
19536,43,Private,74581,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,48,United-States,>50K,310570
19537,37,Self-emp-inc,162164,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,19340
19538,40,Private,239708,Highschool Graduate,7,Married-civ-spouse,Transport-moving,Married,White,0,0,55,United-States,<=50K,13435
19540,48,Self-emp-inc,85109,Bachelors Degree,10,Single,Craft-repair,Single,White,0,0,45,United-States,<=50K,26750
19541,22,Private,436798,Bachelors Degree,10,Married-civ-spouse,Tech-support,Married,White,0,0,40,United-States,<=50K,47864
19544,57,Unknown,296516,Bachelors Degree,10,Married-civ-spouse,Unknown,Married,White,0,0,50,United-States,<=50K,40165
19546,40,Local-gov,95639,Highschool Graduate,9,Single,Craft-repair,Single,Amer-Indian-Eskimo,0,0,40,United-States,<=50K,2036
19547,42,Private,33155,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,45,United-States,<=50K,11305
19548,56,Private,329059,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,40,Italy,>50K,328519
19550,25,Private,443855,Highschool Graduate,9,Married-civ-spouse,Other-service,Married,White,0,0,40,Mexico,<=50K,15250
19551,52,Unknown,294691,Highschool Graduate,9,Married-civ-spouse,Unknown,Married,White,0,0,40,United-States,<=50K,27516
19553,47,Private,362835,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,60,United-States,>50K,258240
19557,31,Private,143653,Technical School,11,Married-civ-spouse,Sales,Married,White,0,0,50,United-States,<=50K,49135
19559,42,Local-gov,263871,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,8,United-States,<=50K,42488
19560,38,Self-emp-not-inc,77820,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,>50K,362439
19561,29,Private,95465,Highschool Graduate,9,Single,Tech-support,Single,White,0,0,42,United-States,<=50K,29449
19562,26,Private,257910,Bachelors Degree,10,Single,Other-service,Single,White,0,0,60,United-States,<=50K,16663
19564,37,Self-emp-not-inc,126738,Highschool Graduate,9,Married-civ-spouse,Farming-fishing,Married,White,0,0,72,United-States,<=50K,36051
19565,61,Private,133164,Highschool Graduate,4,Single,Other-service,Single,White,0,0,48,United-States,<=50K,6089
19567,51,Self-emp-inc,258735,Highschool Graduate,9,Divorced,Protective-serv,Single,White,0,0,81,United-States,<=50K,21388
19568,34,Private,182926,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,43,United-States,>50K,51353
19569,35,Private,166193,Highschool Graduate,9,Divorced,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,9711
19570,27,Local-gov,206125,Highschool Graduate,6,Married-civ-spouse,Craft-repair,Married,White,0,0,60,United-States,<=50K,12600
19574,36,Private,129150,Bachelors Degree,10,Married-civ-spouse,Prof-specialty,Married,White,0,0,20,United-States,>50K,485465
19575,27,Private,181280,Advanced Degree,14,Single,Handlers-cleaners,Single,White,0,0,30,United-States,<=50K,2737
19576,40,Private,146908,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Married,White,0,0,60,United-States,>50K,73060
19577,43,Private,183765,Bachelors Degree,10,Divorced,Tech-support,Single,White,0,0,40,Unknown,>50K,168765
19578,25,Private,164488,Bachelors Degree,13,Single,Tech-support,Single,White,0,0,40,United-States,<=50K,47617
19579,41,Private,307468,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,0,50,United-States,<=50K,6881
19580,30,Private,93884,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,45,United-States,>50K,87804
19581,52,Private,137658,Highschool Graduate,7,Married-civ-spouse,Machine-op-inspct,Married,Other,0,0,40,Dominican-Republic,<=50K,36737
19583,33,Private,136331,Highschool Graduate,9,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,40,United-States,<=50K,10387
19584,35,Private,259846,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,55,United-States,<=50K,47422
19586,62,Self-emp-not-inc,168682,Highschool Graduate,4,Married-civ-spouse,Sales,Married,White,0,0,5,United-States,<=50K,4555
19592,63,Self-emp-not-inc,122442,Bachelors Degree,10,Married-civ-spouse,Other-service,Married,White,0,0,48,United-States,<=50K,10448
19594,40,Private,116632,Highschool Graduate,9,Divorced,Sales,Single,White,0,0,60,United-States,>50K,173076
19596,40,Private,169031,Highschool Graduate,9,Single,Farming-fishing,Single,White,0,0,40,United-States,<=50K,17431
19598,41,Private,216968,Bachelors Degree,13,Single,Handlers-cleaners,Single,Black,0,0,40,Unknown,<=50K,31717
19601,35,Private,54953,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,18702
19602,31,Private,222654,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,<=50K,33634
19603,34,Private,37676,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,50,United-States,>50K,283393
19604,57,Private,159319,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,United-States,>50K,270363
19606,38,Private,209609,Bachelors Degree,10,Married-civ-spouse,Tech-support,Married,White,0,0,40,United-States,>50K,262832
19607,37,Private,224947,Technical School,11,Single,Other-service,Single,White,0,0,40,United-States,<=50K,45934
19609,26,Self-emp-not-inc,384276,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,<=50K,36208
19610,26,Private,196805,Bachelors Degree,10,Married-civ-spouse,Transport-moving,Married,Black,0,0,65,United-States,<=50K,10429
19611,27,Private,242097,Technical School,11,Married-civ-spouse,Transport-moving,Married,White,0,0,50,United-States,<=50K,8216
19612,33,Private,184306,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,45,United-States,<=50K,37286
19614,65,Private,258561,Bachelors Degree,13,Married-civ-spouse,Other-service,Married,White,0,0,20,United-States,<=50K,5018
19616,18,Private,205004,Bachelors Degree,10,Single,Other-service,Single,White,0,0,26,United-States,<=50K,22483
19617,44,Local-gov,387844,Highschool Graduate,8,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,40,United-States,<=50K,42039
19618,37,Private,83880,Bachelors Degree,10,Single,Craft-repair,Single,White,0,0,40,United-States,<=50K,31608
19619,27,Private,161155,Highschool Graduate,9,Married-civ-spouse,Other-service,Married,White,0,0,40,United-States,<=50K,39160
19621,59,Self-emp-inc,146477,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,>50K,316811
19622,19,Private,97261,Highschool Graduate,9,Single,Farming-fishing,Single,White,0,0,40,United-States,<=50K,23868
19623,36,State-gov,437890,Highschool Graduate,9,Single,Exec-managerial,Single,Black,0,0,90,United-States,<=50K,31789
19624,37,Private,126675,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,57,United-States,<=50K,6036
19626,23,Private,180052,Highschool Graduate,9,Single,Other-service,Single,White,0,0,40,United-States,<=50K,17157
19627,22,Private,124454,Bachelors Degree,10,Single,Sales,Single,White,0,0,30,United-States,<=50K,40051
19629,38,Private,22245,Bachelors Degree,10,Divorced,Exec-managerial,Single,White,0,0,50,United-States,<=50K,25274
19634,42,Private,137698,Highschool Graduate,3,Married-spouse-absent,Farming-fishing,Single,White,0,0,35,Mexico,<=50K,18190
19635,48,Self-emp-inc,30575,Technical School,11,Married-civ-spouse,Craft-repair,Married,White,0,0,70,United-States,>50K,468172
19637,50,Private,50178,Highschool Graduate,9,Married-civ-spouse,Tech-support,Married,White,0,0,40,United-States,>50K,88356
19638,17,Private,207791,Highschool Graduate,6,Single,Handlers-cleaners,Single,White,0,0,20,United-States,<=50K,17282
19642,32,Self-emp-not-inc,115066,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,60,United-States,>50K,480660
19643,28,Private,223751,Bachelors Degree,10,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,>50K,202695
19644,62,Self-emp-inc,354075,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,United-States,>50K,78922
19645,23,Private,32732,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,15,United-States,<=50K,28447
19648,36,Private,279721,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,0,40,United-States,<=50K,23623
19651,39,Private,76417,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,>50K,228313
19653,21,Private,78170,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,42,United-States,<=50K,30618
19654,39,Private,201410,Highschool Graduate,9,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,40,United-States,<=50K,15848
19656,33,Private,119913,Technical School,11,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,>50K,235649
19657,37,Private,549174,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,50,United-States,>50K,383317
19661,22,Private,237720,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,40,United-States,<=50K,14298
19663,69,Local-gov,286983,Bachelors Degree,10,Married-civ-spouse,Other-service,Married,White,0,0,40,United-States,<=50K,36504
19665,18,Unknown,115258,Highschool Graduate,7,Single,Unknown,Single,White,0,0,12,United-States,<=50K,34761
19667,65,Unknown,117963,Highschool Graduate,9,Married-civ-spouse,Unknown,Married,White,0,0,45,United-States,<=50K,26957
19668,28,Private,158737,Highschool Graduate,8,Married-civ-spouse,Machine-op-inspct,Single,Other,0,0,40,Ecuador,<=50K,30750
19670,35,Private,287701,Technical School,12,Divorced,Craft-repair,Single,White,0,0,45,United-States,>50K,242363
19672,33,State-gov,108116,Highschool Graduate,9,Married-civ-spouse,Tech-support,Married,White,0,0,40,United-States,<=50K,43593
19673,26,Private,366900,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,40,United-States,<=50K,31730
19675,38,Private,33105,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,Amer-Indian-Eskimo,0,0,70,United-States,>50K,331221
19677,33,Private,199227,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,55,United-States,>50K,103127
19678,44,Private,248249,Highschool Graduate,4,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,50,United-States,<=50K,2820
19680,42,Private,187294,Bachelors Degree,10,Divorced,Craft-repair,Single,White,0,0,40,United-States,<=50K,46299
19681,44,Private,115932,Technical School,12,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,<=50K,20702
19683,41,Private,806552,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,0,0,50,United-States,>50K,396726
19684,27,Private,160786,Highschool Graduate,7,Separated,Craft-repair,Single,White,0,0,45,Germany,<=50K,1831
19685,38,Private,219546,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,>50K,383100
19687,24,Private,110371,Highschool Graduate,8,Single,Machine-op-inspct,Single,White,0,0,40,Mexico,<=50K,6990
19688,24,Unknown,376474,Highschool Graduate,9,Married-civ-spouse,Unknown,Married,White,0,0,40,United-States,<=50K,44675
19689,22,Private,304602,Highschool Graduate,9,Single,Handlers-cleaners,Single,White,0,0,40,United-States,<=50K,41920
19691,22,Private,238917,Highschool Graduate,2,Single,Machine-op-inspct,Single,White,0,0,24,Mexico,<=50K,14469
19692,51,Private,200618,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,<=50K,48553
19693,42,Local-gov,209752,Technical School,15,Married-civ-spouse,Exec-managerial,Married,White,0,0,55,United-States,>50K,141839
19695,37,Self-emp-not-inc,180150,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,0,45,United-States,>50K,202556
19696,66,Private,151227,Bachelors Degree,13,Married-civ-spouse,Other-service,Married,White,0,0,40,United-States,>50K,55216
19699,52,Private,89534,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,>50K,69315
19700,23,Private,291011,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,40,United-States,<=50K,30568
19701,67,Private,166187,Highschool Graduate,9,Widowed,Exec-managerial,Single,White,0,0,38,United-States,>50K,347219
19704,39,Self-emp-not-inc,160808,Bachelors Degree,10,Married-civ-spouse,Other-service,Married,Black,0,0,40,United-States,<=50K,33052
19705,46,Private,318331,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,40,United-States,<=50K,29006
19709,21,Private,48301,Bachelors Degree,10,Single,Handlers-cleaners,Single,White,0,0,40,United-States,<=50K,16875
19710,27,Private,220748,Highschool Graduate,9,Single,Handlers-cleaners,Single,Black,0,0,48,United-States,<=50K,44427
19711,39,Private,387068,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,>50K,64085
19712,23,Private,250743,Bachelors Degree,10,Divorced,Adm-clerical,Single,Black,0,0,40,United-States,<=50K,25803
19715,36,Private,289190,Highschool Graduate,9,Divorced,Craft-repair,Single,White,0,0,40,United-States,<=50K,5751
19716,24,Private,604537,Highschool Graduate,9,Single,Transport-moving,Single,White,0,0,40,Mexico,<=50K,49247
19717,35,Private,328466,Highschool Graduate,5,Married-civ-spouse,Other-service,Married,White,0,0,40,Mexico,<=50K,23342
19719,41,Private,220531,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Married,White,0,0,50,United-States,>50K,214801
19723,41,Private,175674,Bachelors Degree,13,Married-civ-spouse,Tech-support,Married,White,0,0,40,United-States,>50K,57597
19724,31,Private,203488,Highschool Graduate,9,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,40,United-States,<=50K,36787
19725,26,Private,106406,Bachelors Degree,10,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,2080
19726,37,Private,125167,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,60,United-States,>50K,190423
19727,51,Private,249339,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,8226
19728,26,Private,94652,Bachelors Degree,10,Single,Craft-repair,Single,Amer-Indian-Eskimo,0,0,40,United-States,<=50K,29923
19729,25,Private,130302,Highschool Graduate,9,Single,Handlers-cleaners,Single,White,0,0,40,United-States,<=50K,32042
19730,38,Private,66686,Technical School,11,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,40,United-States,>50K,496656
19731,43,Private,336042,Highschool Graduate,9,Separated,Transport-moving,Single,White,0,0,40,United-States,<=50K,43866
19734,21,Local-gov,32639,Bachelors Degree,10,Single,Prof-specialty,Single,White,0,0,20,United-States,<=50K,10437
19738,36,Private,36423,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,0,25,United-States,>50K,341850
19740,43,Self-emp-not-inc,35236,Bachelors Degree,10,Married-civ-spouse,Farming-fishing,Married,White,0,0,84,United-States,<=50K,5809
19745,57,Self-emp-inc,165881,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,<=50K,46002
19746,35,Local-gov,387777,Technical School,12,Married-civ-spouse,Protective-serv,Married,White,0,0,52,United-States,<=50K,41561
19747,44,Self-emp-not-inc,149943,Technical School,15,Married-civ-spouse,Prof-specialty,Married,Asian-Pac-Islander,0,0,60,Taiwan,>50K,375924
19748,36,Private,188834,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,11975
19749,58,Private,290661,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,47759
19751,54,Local-gov,168553,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,<=50K,7687
19753,37,Private,123833,Bachelors Degree,10,Single,Sales,Single,White,0,0,60,United-States,<=50K,5605
19754,60,Federal-gov,55621,Technical School,12,Married-civ-spouse,Other-service,Married,Black,0,0,40,United-States,<=50K,40702
19756,36,Private,217926,Technical School,12,Married-civ-spouse,Machine-op-inspct,Married,Black,0,0,50,United-States,<=50K,13671
19759,23,Private,393248,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,48497
19760,38,Private,279315,Highschool Graduate,9,Single,Other-service,Single,Black,0,0,40,United-States,<=50K,45883
19761,33,Private,392812,Bachelors Degree,10,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,50,United-States,>50K,446756
19762,49,Self-emp-inc,34998,Bachelors Degree,10,Married-civ-spouse,Farming-fishing,Married,White,0,0,60,United-States,<=50K,8911
19763,57,Self-emp-inc,51016,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,0,60,United-States,>50K,355530
19764,57,Local-gov,132717,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,45,United-States,<=50K,48565
19766,37,Self-emp-inc,196123,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,0,70,United-States,>50K,443740
19767,43,Self-emp-inc,304906,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,45,United-States,>50K,316172
19770,39,Self-emp-not-inc,107233,Highschool Graduate,9,Single,Craft-repair,Single,Amer-Indian-Eskimo,0,0,40,United-States,<=50K,36081
19772,31,Private,400535,Bachelors Degree,10,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,<=50K,33276
19773,31,Private,409622,Bachelors Degree,13,Married-civ-spouse,Machine-op-inspct,Married,Other,0,0,36,Mexico,<=50K,14967
19775,36,Self-emp-not-inc,202950,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,Iran,<=50K,1959
19776,57,Private,237691,Highschool Graduate,9,Married-civ-spouse,Other-service,Married,White,0,0,40,Mexico,<=50K,26408
19778,30,Private,160784,Bachelors Degree,10,Single,Sales,Single,White,0,0,45,United-States,<=50K,48358
19779,28,Private,33798,Highschool Graduate,8,Single,Transport-moving,Single,White,0,0,50,United-States,<=50K,9072
19780,22,Private,197838,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,0,40,United-States,<=50K,42874
19781,31,Private,223212,Highschool Graduate,4,Single,Handlers-cleaners,Single,White,0,0,50,United-States,<=50K,1383
19782,33,Private,125762,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,44,United-States,>50K,168369
19783,20,Private,283969,Bachelors Degree,10,Single,Handlers-cleaners,Single,White,0,0,15,United-States,<=50K,3117
19784,25,Private,374163,Highschool Graduate,8,Married-civ-spouse,Farming-fishing,Married,Other,0,0,60,Mexico,<=50K,23729
19785,49,State-gov,118567,Bachelors Degree,10,Married-civ-spouse,Farming-fishing,Married,White,0,0,40,United-States,<=50K,36320
19787,45,Private,82797,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,45,United-States,>50K,56245
19788,36,Local-gov,142573,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,0,45,United-States,>50K,113232
19790,47,Private,28035,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,United-States,>50K,394499
19791,41,Private,247082,Highschool Graduate,9,Divorced,Exec-managerial,Single,White,0,0,50,United-States,<=50K,3706
19793,29,Local-gov,133327,Bachelors Degree,10,Single,Farming-fishing,Single,White,0,0,40,United-States,<=50K,3804
19795,64,Unknown,45817,Highschool Graduate,5,Married-civ-spouse,Unknown,Married,White,0,0,50,United-States,<=50K,44921
19796,55,Private,240988,Highschool Graduate,5,Married-civ-spouse,Machine-op-inspct,Single,Asian-Pac-Islander,0,0,40,Philippines,<=50K,33349
19797,19,Private,386378,Highschool Graduate,9,Single,Other-service,Single,White,0,0,35,United-States,<=50K,23965
19799,18,State-gov,76142,Highschool Graduate,7,Single,Other-service,Single,White,0,0,8,United-States,<=50K,26738
19801,50,Unknown,281504,Bachelors Degree,10,Married-civ-spouse,Unknown,Married,White,0,0,40,United-States,<=50K,12339
19803,44,Private,146906,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,0,50,United-States,>50K,299669
19806,18,Private,101795,Highschool Graduate,6,Single,Handlers-cleaners,Single,White,0,0,40,United-States,<=50K,37557
19809,34,Private,324254,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,40,United-States,<=50K,38527
19811,40,Private,189666,Highschool Graduate,9,Married-civ-spouse,Other-service,Married,White,0,0,45,United-States,<=50K,32447
19812,35,Private,139086,Highschool Graduate,9,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,40,United-States,<=50K,10095
19813,26,Private,359327,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,0,0,50,Unknown,<=50K,48194
19814,44,Self-emp-not-inc,75065,Highschool Graduate,8,Married-civ-spouse,Exec-managerial,Married,Asian-Pac-Islander,0,0,60,Vietnam,<=50K,2308
19817,52,Private,31460,Highschool Graduate,9,Divorced,Other-service,Single,White,0,0,38,United-States,<=50K,18889
19818,57,Self-emp-inc,33725,Bachelors Degree,13,Married-civ-spouse,Craft-repair,Married,White,0,0,50,United-States,>50K,379069
19821,27,Local-gov,177072,Bachelors Degree,10,Single,Prof-specialty,Single,White,0,0,16,United-States,<=50K,33536
19822,66,Unknown,37331,Highschool Graduate,9,Married-civ-spouse,Unknown,Married,White,0,0,15,United-States,<=50K,15935
19823,41,Private,167725,Bachelors Degree,10,Divorced,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,39339
19825,50,Private,275181,Highschool Graduate,3,Divorced,Other-service,Single,White,0,0,37,Cuba,<=50K,15879
19826,31,Private,398988,Bachelors Degree,10,Single,Exec-managerial,Single,White,0,0,40,United-States,<=50K,37248
19827,32,Private,222654,Highschool Graduate,6,Divorced,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,38460
19828,37,Self-emp-not-inc,111129,Bachelors Degree,10,Married-civ-spouse,Craft-repair,Married,White,0,0,45,United-States,<=50K,30872
19829,26,Self-emp-not-inc,137795,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,20,United-States,<=50K,47507
19830,33,Local-gov,242150,Technical School,11,Married-civ-spouse,Tech-support,Married,White,0,0,50,United-States,<=50K,24438
19833,26,Private,206600,Bachelors Degree,13,Single,Craft-repair,Single,White,0,0,40,Mexico,<=50K,40103
19834,48,Federal-gov,247043,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,28384
19835,40,Private,187702,Bachelors Degree,13,Single,Tech-support,Single,White,0,0,40,United-States,<=50K,36898
19836,62,Private,41718,Highschool Graduate,6,Married-civ-spouse,Sales,Married,White,0,0,35,United-States,<=50K,8235
19837,37,Private,151835,Technical School,15,Married-civ-spouse,Sales,Married,White,0,0,45,United-States,>50K,275389
19838,18,Private,118938,Highschool Graduate,7,Single,Sales,Single,White,0,0,18,United-States,<=50K,23097
19840,45,Private,178341,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,0,0,50,United-States,<=50K,10585
19841,35,Private,61343,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,0,0,45,United-States,<=50K,42142
