,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,capital.gain,capital.loss,hours.per.week,native.country,income,random_income
16040,25,State-gov,143062,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,25069
16043,34,Local-gov,353270,Technical School,11,Single,Craft-repair,Single,White,0,0,40,United-States,<=50K,40423
16046,38,Private,181943,Bachelors Degree,13,Single,Adm-clerical,Single,White,0,0,35,United-States,<=50K,49982
16049,42,Private,208875,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,El-Salvador,>50K,318124
16051,48,Private,116641,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,45,United-States,<=50K,30750
16057,32,Private,372317,Highschool Graduate,5,Separated,Other-service,Single,White,0,0,23,Mexico,<=50K,12607
16061,18,Private,169652,Highschool Graduate,7,Single,Other-service,Single,White,0,0,12,United-States,<=50K,21557
16063,27,Unknown,162104,Highschool Graduate,5,Single,Unknown,Single,White,0,0,40,United-States,<=50K,4769
16067,27,Private,289147,Highschool Graduate,9,Single,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,24047
16069,22,Private,406978,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,0,40,United-States,<=50K,15212
16070,17,Private,193199,Highschool Graduate,7,Single,Sales,Single,White,0,0,12,Poland,<=50K,3968
16076,23,Local-gov,203353,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,45,United-States,<=50K,3010
16078,21,Unknown,270043,Highschool Graduate,6,Single,Unknown,Single,White,0,0,30,United-States,<=50K,14745
16079,47,Private,218435,Highschool Graduate,9,Married-spouse-absent,Sales,Single,White,0,0,20,Cuba,<=50K,28405
16081,40,Private,193537,Bachelors Degree,10,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,Dominican-Republic,<=50K,35703
16082,44,Private,84535,Bachelors Degree,10,Divorced,Sales,Single,White,0,0,48,United-States,<=50K,29732
16089,46,Local-gov,162566,Advanced Degree,14,Divorced,Prof-specialty,Single,White,0,0,50,Canada,<=50K,4862
16094,40,Private,223934,Bachelors Degree,10,Married-civ-spouse,Adm-clerical,Married,White,0,0,17,United-States,>50K,347199
16097,40,Private,114580,Highschool Graduate,9,Divorced,Craft-repair,Single,White,0,0,40,Vietnam,<=50K,45335
16100,51,Private,144084,Highschool Graduate,9,Single,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,10562
16103,30,Local-gov,101345,Highschool Graduate,9,Separated,Other-service,Single,White,0,0,26,United-States,<=50K,17302
16106,42,Local-gov,143046,Highschool Graduate,9,Widowed,Transport-moving,Single,White,0,0,40,United-States,<=50K,22456
16107,43,Private,203642,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,40,United-States,>50K,495144
16108,62,Private,88579,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,38,United-States,<=50K,37895
16109,21,Private,240517,Bachelors Degree,10,Single,Machine-op-inspct,Single,White,0,0,70,United-States,<=50K,18265
16111,30,Private,143392,Bachelors Degree,13,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,<=50K,9076
16113,22,State-gov,264710,Bachelors Degree,13,Single,Tech-support,Single,White,0,0,40,United-States,<=50K,45154
16114,64,State-gov,223830,Highschool Graduate,5,Single,Adm-clerical,Single,White,0,0,38,United-States,<=50K,41041
16117,34,Private,124569,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,21199
16118,25,Private,209230,Highschool Graduate,9,Single,Other-service,Single,White,0,0,6,United-States,<=50K,26286
16131,24,Private,246207,Bachelors Degree,13,Single,Machine-op-inspct,Single,Black,0,0,40,United-States,<=50K,35842
16138,63,Self-emp-not-inc,217715,Highschool Graduate,3,Single,Sales,Single,White,0,0,3,United-States,<=50K,2770
16143,31,Private,168521,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,0,50,United-States,<=50K,25788
16144,59,Private,193568,Highschool Graduate,9,Divorced,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,29270
16148,27,Private,167031,Bachelors Degree,13,Single,Prof-specialty,Single,Other,0,0,33,United-States,<=50K,8074
16154,56,Unknown,154537,Bachelors Degree,10,Divorced,Unknown,Single,White,0,0,50,United-States,>50K,230435
16155,18,Private,27780,Highschool Graduate,9,Single,Sales,Single,White,0,0,25,United-States,<=50K,12016
16156,26,Private,142914,Technical School,12,Married-civ-spouse,Prof-specialty,Married,White,0,0,75,United-States,<=50K,3785
16157,20,Private,314422,Highschool Graduate,9,Single,Sales,Single,White,0,0,30,United-States,<=50K,7020
16161,24,Local-gov,193416,Bachelors Degree,10,Single,Protective-serv,Single,White,0,0,40,United-States,<=50K,25809
16163,31,Private,122609,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,40318
16165,29,Private,196971,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,72,United-States,<=50K,23595
16166,20,Private,105312,Highschool Graduate,9,Single,Sales,Single,White,0,0,35,United-States,<=50K,28754
16167,46,Private,108699,Bachelors Degree,10,Widowed,Adm-clerical,Single,White,0,0,60,United-States,<=50K,8023
16169,39,Private,388023,Highschool Graduate,9,Divorced,Exec-managerial,Single,White,0,0,38,United-States,<=50K,9673
16173,44,Private,277720,Bachelors Degree,10,Married-civ-spouse,Adm-clerical,Married,White,0,0,35,United-States,<=50K,29211
16174,27,Private,220754,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,70,United-States,<=50K,49629
16178,25,Private,236242,Technical School,15,Single,Prof-specialty,Single,White,0,0,30,United-States,<=50K,3843
16179,21,Private,121889,Bachelors Degree,10,Single,Sales,Single,Black,0,0,20,United-States,<=50K,34971
16181,63,Self-emp-not-inc,111306,Highschool Graduate,4,Widowed,Farming-fishing,Single,White,0,0,10,United-States,<=50K,28183
16182,18,Private,198614,Highschool Graduate,7,Single,Sales,Single,Black,0,0,8,United-States,<=50K,8400
16184,25,Unknown,104614,Highschool Graduate,7,Single,Unknown,Single,White,0,0,40,United-States,<=50K,46795
16190,24,Federal-gov,283918,Bachelors Degree,10,Divorced,Adm-clerical,Single,Black,0,0,25,United-States,<=50K,47724
16191,23,Private,37783,Bachelors Degree,10,Single,Sales,Single,White,0,0,40,United-States,<=50K,20203
16195,31,Private,70568,Highschool Graduate,2,Single,Other-service,Single,White,0,0,25,El-Salvador,<=50K,27017
16196,18,Private,127827,Highschool Graduate,8,Single,Sales,Single,White,0,0,25,United-States,<=50K,37760
16197,36,Private,185203,Highschool Graduate,9,Single,Sales,Single,White,0,0,40,United-States,<=50K,11639
16198,22,Private,187052,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,23006
16201,37,Federal-gov,81853,Highschool Graduate,9,Divorced,Prof-specialty,Single,Asian-Pac-Islander,0,0,40,Unknown,<=50K,22304
16203,40,Private,271393,Technical School,12,Divorced,Exec-managerial,Single,White,0,0,40,United-States,<=50K,44056
16206,36,Private,163290,Bachelors Degree,10,Divorced,Sales,Single,White,0,0,40,United-States,<=50K,7810
16209,64,Local-gov,182866,Highschool Graduate,9,Widowed,Other-service,Single,White,0,0,40,United-States,<=50K,6503
16211,38,Private,34173,Bachelors Degree,13,Single,Sales,Single,White,0,0,45,United-States,<=50K,22591
16212,24,Private,197757,Bachelors Degree,13,Single,Prof-specialty,Single,Asian-Pac-Islander,0,0,40,Philippines,<=50K,10400
16215,47,Private,206659,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,1193
16221,44,Private,171256,Technical School,12,Divorced,Machine-op-inspct,Single,White,0,0,45,United-States,<=50K,6274
16222,52,Self-emp-not-inc,217210,Highschool Graduate,9,Widowed,Other-service,Single,Black,0,0,40,United-States,<=50K,37065
16224,20,Private,386643,Bachelors Degree,10,Single,Other-service,Single,White,0,0,40,United-States,<=50K,46981
16229,22,Private,256504,Bachelors Degree,13,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,16140
16230,40,Private,162098,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,30,United-States,<=50K,24303
16232,24,Private,227610,Highschool Graduate,6,Divorced,Handlers-cleaners,Single,White,0,0,58,United-States,<=50K,29646
16234,51,Private,220019,Technical School,12,Divorced,Prof-specialty,Single,White,0,0,40,United-States,<=50K,8466
16237,17,Private,132636,Highschool Graduate,7,Single,Sales,Single,White,0,0,15,United-States,<=50K,29998
16238,20,Private,108887,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,25,United-States,<=50K,10570
16240,41,Private,112181,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,12,United-States,>50K,208290
16243,23,Private,145389,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,0,0,40,United-States,<=50K,3392
16247,52,Private,99602,Highschool Graduate,9,Separated,Craft-repair,Single,Black,0,0,40,United-States,<=50K,25816
16256,31,Private,87950,Technical School,11,Divorced,Sales,Single,Amer-Indian-Eskimo,0,0,40,United-States,<=50K,45060
16260,27,Private,189974,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,20,United-States,<=50K,47355
16263,33,Federal-gov,428271,Highschool Graduate,9,Divorced,Adm-clerical,Single,Black,0,0,35,United-States,<=50K,8247
16264,22,State-gov,134192,Bachelors Degree,10,Single,Tech-support,Single,White,0,0,10,United-States,<=50K,45482
16267,41,Private,107276,Technical School,11,Single,Prof-specialty,Single,White,0,0,45,United-States,<=50K,20757
16271,45,Private,317360,Bachelors Degree,13,Divorced,Prof-specialty,Single,White,0,0,50,United-States,<=50K,29106
16274,40,Private,299813,Highschool Graduate,7,Single,Machine-op-inspct,Single,White,0,0,37,Dominican-Republic,<=50K,16396
16275,45,Private,265083,Highschool Graduate,3,Divorced,Priv-house-serv,Single,White,0,0,35,Mexico,<=50K,7953
16288,72,Private,89299,Highschool Graduate,9,Divorced,Other-service,Single,White,0,0,16,United-States,<=50K,24306
16295,28,Private,195000,Bachelors Degree,13,Single,Sales,Single,White,0,0,45,United-States,<=50K,18646
16296,57,Private,108741,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,<=50K,49117
16298,44,Private,156815,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,36342
16301,18,Private,172076,Bachelors Degree,10,Single,Other-service,Single,White,0,0,25,United-States,<=50K,37245
16305,33,Private,322873,Highschool Graduate,9,Divorced,Sales,Single,White,0,0,50,United-States,<=50K,23818
16306,42,Private,265698,Advanced Degree,14,Divorced,Prof-specialty,Single,White,0,0,40,United-States,<=50K,35650
16311,72,Federal-gov,39110,Highschool Graduate,7,Divorced,Adm-clerical,Single,White,0,0,8,Canada,<=50K,14566
16316,19,Private,318822,Highschool Graduate,7,Single,Priv-house-serv,Single,White,0,0,35,United-States,<=50K,27591
16317,48,Private,174794,Technical School,11,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,37246
16318,24,Private,193920,Advanced Degree,14,Single,Priv-house-serv,Single,White,0,0,45,Unknown,<=50K,45530
16319,42,Federal-gov,91468,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,46152
16320,43,Private,106760,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,50,Canada,>50K,100548
16321,34,Private,375680,Technical School,12,Single,Craft-repair,Single,Black,0,0,40,United-States,<=50K,19492
16324,39,Private,76767,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,60,United-States,<=50K,30636
16326,25,Private,242729,Bachelors Degree,13,Single,Sales,Single,White,0,0,20,United-States,<=50K,39515
16327,52,Private,253784,Highschool Graduate,7,Divorced,Other-service,Single,White,0,0,20,United-States,<=50K,9082
16338,55,Private,308118,Bachelors Degree,13,Widowed,Machine-op-inspct,Single,White,0,0,40,Unknown,<=50K,12656
16339,35,Private,176279,Bachelors Degree,10,Widowed,Adm-clerical,Single,White,0,0,30,United-States,<=50K,30767
16340,20,Private,103277,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,35,United-States,<=50K,45722
16345,43,Private,270522,Highschool Graduate,9,Separated,Other-service,Single,White,0,0,26,United-States,<=50K,19440
16351,23,Unknown,226891,Highschool Graduate,9,Single,Unknown,Single,Asian-Pac-Islander,0,0,20,South,<=50K,49066
16355,36,Federal-gov,44364,Highschool Graduate,9,Single,Adm-clerical,Single,Black,0,0,36,United-States,<=50K,28746
16358,28,Local-gov,56340,Advanced Degree,14,Single,Prof-specialty,Single,White,0,0,40,United-States,<=50K,10331
16363,25,Private,396633,Bachelors Degree,10,Married-civ-spouse,Adm-clerical,Married,Black,0,0,56,United-States,>50K,158817
16364,38,Private,52596,Bachelors Degree,10,Single,Adm-clerical,Single,Black,0,0,40,United-States,<=50K,29291
16366,65,Local-gov,143570,Bachelors Degree,10,Single,Prof-specialty,Single,Black,0,0,40,United-States,<=50K,18608
16368,54,Private,29909,Highschool Graduate,7,Married-civ-spouse,Other-service,Married,White,0,0,43,United-States,<=50K,20729
16369,49,Private,94215,Highschool Graduate,8,Divorced,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,23999
16370,41,Self-emp-not-inc,151990,Technical School,11,Married-civ-spouse,Prof-specialty,Married,White,0,0,15,United-States,>50K,238569
16372,23,Private,218445,Highschool Graduate,3,Single,Priv-house-serv,Single,White,0,0,12,Mexico,<=50K,43089
16374,19,Private,98605,Bachelors Degree,10,Single,Other-service,Single,White,0,0,20,United-States,<=50K,31518
16375,30,Private,188398,Highschool Graduate,9,Married-spouse-absent,Adm-clerical,Single,White,0,0,30,United-States,<=50K,36516
16377,20,Private,218215,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,17865
16378,49,Private,147002,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,40,Puerto-Rico,<=50K,42020
16380,24,Private,57711,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,0,0,35,United-States,>50K,236812
16384,39,Private,215095,Highschool Graduate,7,Single,Prof-specialty,Single,White,0,0,30,Puerto-Rico,<=50K,15472
16396,19,Private,60367,Highschool Graduate,9,Single,Other-service,Single,White,0,0,13,United-States,<=50K,48358
16397,44,Private,134120,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,>50K,253291
16399,20,Private,132053,Bachelors Degree,10,Single,Prof-specialty,Single,White,0,0,2,United-States,<=50K,27986
16405,33,Private,159303,Highschool Graduate,9,Divorced,Other-service,Single,White,0,0,40,United-States,<=50K,15356
16410,28,Self-emp-not-inc,176027,Highschool Graduate,9,Single,Other-service,Single,White,0,0,28,United-States,<=50K,31073
16412,76,Unknown,164835,Highschool Graduate,9,Widowed,Unknown,Single,White,0,0,25,United-States,<=50K,6098
16413,21,Private,363192,Technical School,11,Single,Other-service,Single,White,0,0,40,United-States,<=50K,6297
16417,38,Private,363395,Bachelors Degree,10,Single,Sales,Single,Black,0,0,40,United-States,<=50K,33435
16419,29,Private,87523,Highschool Graduate,9,Single,Sales,Single,White,0,0,40,United-States,<=50K,20386
16424,17,Private,331552,Highschool Graduate,8,Single,Adm-clerical,Single,White,0,0,30,United-States,<=50K,5320
16427,29,Private,37933,Bachelors Degree,13,Single,Exec-managerial,Single,Black,0,0,40,United-States,<=50K,14281
16429,20,Private,263612,Bachelors Degree,10,Single,Adm-clerical,Single,Black,0,0,40,Haiti,<=50K,27897
16437,48,Private,155372,Highschool Graduate,9,Widowed,Machine-op-inspct,Single,White,0,0,36,United-States,<=50K,27134
16438,37,Private,259882,Technical School,11,Single,Sales,Single,Black,0,0,6,United-States,<=50K,19574
16441,36,Local-gov,188236,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,>50K,141151
16445,40,Federal-gov,219240,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,22,United-States,<=50K,8831
16451,61,Federal-gov,230545,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,35,Puerto-Rico,<=50K,29181
16452,71,Private,162297,Highschool Graduate,9,Widowed,Sales,Single,White,0,0,20,United-States,<=50K,49755
16454,38,Private,117528,Bachelors Degree,13,Single,Other-service,Single,White,0,0,45,United-States,<=50K,10125
16457,40,State-gov,456110,Highschool Graduate,7,Divorced,Transport-moving,Single,White,0,0,52,United-States,<=50K,48851
16458,39,Unknown,180868,Highschool Graduate,7,Single,Unknown,Single,Black,0,0,40,United-States,<=50K,18524
16460,46,Private,166181,Bachelors Degree,10,Single,Adm-clerical,Single,Black,0,0,36,United-States,<=50K,44186
16461,24,Private,52242,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,40,United-States,>50K,202277
16464,34,Private,46144,Bachelors Degree,10,Divorced,Handlers-cleaners,Single,White,0,0,40,United-States,<=50K,6529
16466,25,Private,212311,Bachelors Degree,10,Single,Adm-clerical,Single,Black,0,0,40,United-States,<=50K,20866
16469,38,Private,177121,Bachelors Degree,10,Separated,Other-service,Single,White,0,0,58,United-States,<=50K,29442
16470,20,Unknown,326624,Highschool Graduate,9,Single,Unknown,Single,White,0,0,40,United-States,<=50K,38259
16471,56,Private,129836,Highschool Graduate,9,Married-civ-spouse,Other-service,Married,White,0,0,10,United-States,<=50K,45946
16472,24,Private,225515,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,0,40,United-States,<=50K,32153
16473,60,Private,145664,Bachelors Degree,10,Divorced,Sales,Single,White,0,0,48,United-States,<=50K,14144
16482,33,Private,106938,Highschool Graduate,9,Married-civ-spouse,Tech-support,Married,Black,0,0,38,United-States,<=50K,17115
16483,31,Private,97453,Highschool Graduate,9,Divorced,Exec-managerial,Single,White,0,0,40,United-States,<=50K,14375
16489,59,Federal-gov,176317,Highschool Graduate,6,Divorced,Other-service,Single,White,0,0,37,United-States,<=50K,16024
16495,59,Private,214052,Highschool Graduate,3,Divorced,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,25699
16496,37,Private,201141,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,37,United-States,<=50K,3015
16506,19,Unknown,175495,Highschool Graduate,9,Single,Unknown,Single,Black,0,0,24,United-States,<=50K,11821
16511,36,Private,181589,Bachelors Degree,13,Single,Adm-clerical,Single,White,0,0,32,Columbia,<=50K,40485
16513,30,Private,29522,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,0,0,40,United-States,<=50K,3674
16514,30,Private,36340,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,24,United-States,<=50K,43977
16517,53,Private,152883,Highschool Graduate,9,Widowed,Adm-clerical,Single,Black,0,0,40,United-States,<=50K,21272
16521,30,Private,248588,Highschool Graduate,8,Divorced,Other-service,Single,White,0,0,40,United-States,<=50K,42980
16532,19,Local-gov,53220,Highschool Graduate,9,Single,Adm-clerical,Single,Black,0,0,40,United-States,<=50K,8372
16533,43,Private,213844,Highschool Graduate,9,Married-AF-spouse,Craft-repair,Married,Black,0,0,42,United-States,>50K,79634
16553,27,Private,160178,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,38,United-States,<=50K,16166
16554,38,Private,680390,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,20,United-States,<=50K,47771
16556,26,Private,34803,Highschool Graduate,9,Single,Exec-managerial,Single,White,0,0,40,United-States,<=50K,16709
16557,20,Private,170091,Bachelors Degree,10,Single,Other-service,Single,White,0,0,35,United-States,<=50K,32982
16559,55,Private,23789,Highschool Graduate,9,Divorced,Exec-managerial,Single,White,0,0,40,United-States,<=50K,20487
16560,32,State-gov,438711,Bachelors Degree,10,Married-civ-spouse,Prof-specialty,Married,Black,0,0,40,United-States,<=50K,39977
16561,49,Private,28791,Bachelors Degree,10,Divorced,Other-service,Single,White,0,0,40,United-States,<=50K,41538
16569,71,Unknown,229424,Highschool Graduate,9,Widowed,Unknown,Single,White,0,0,40,United-States,<=50K,17126
16571,27,Private,189462,Advanced Degree,14,Single,Adm-clerical,Single,White,0,0,46,United-States,<=50K,28858
16572,52,Private,139347,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,0,40,United-States,<=50K,2826
16578,45,Private,102597,Highschool Graduate,9,Widowed,Adm-clerical,Single,White,0,0,35,United-States,<=50K,16446
16582,17,Private,166290,Highschool Graduate,5,Single,Other-service,Single,White,0,0,20,United-States,<=50K,29379
16583,32,Self-emp-not-inc,116834,Highschool Graduate,9,Married-civ-spouse,Other-service,Married,White,0,0,5,Unknown,<=50K,11834
16587,55,Private,156797,Bachelors Degree,10,Divorced,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,31685
16590,21,Unknown,163911,Bachelors Degree,10,Single,Unknown,Single,White,0,0,3,United-States,<=50K,2265
16596,62,Private,244933,Advanced Degree,14,Divorced,Prof-specialty,Single,White,0,0,45,United-States,<=50K,49269
16598,34,Self-emp-not-inc,33442,Technical School,11,Single,Other-service,Single,White,0,0,40,United-States,<=50K,14315
16600,28,Unknown,268222,Highschool Graduate,7,Single,Unknown,Single,Black,0,0,40,United-States,<=50K,12150
16602,22,Local-gov,50065,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,35,United-States,<=50K,5040
16606,19,Private,190817,Bachelors Degree,10,Single,Sales,Single,White,0,0,40,United-States,<=50K,26935
16608,42,Private,123816,Highschool Graduate,9,Divorced,Machine-op-inspct,Single,Black,0,0,40,United-States,<=50K,42676
16612,62,Local-gov,33365,Highschool Graduate,9,Widowed,Other-service,Single,White,0,0,40,Canada,<=50K,46956
16616,44,Private,159297,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,Asian-Pac-Islander,0,0,40,Unknown,>50K,302855
16629,39,Self-emp-inc,206253,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,<=50K,20598
16632,24,Private,267843,Bachelors Degree,13,Single,Prof-specialty,Single,Black,0,0,35,United-States,<=50K,44980
16636,26,Self-emp-not-inc,201138,Technical School,11,Single,Other-service,Single,White,0,0,35,United-States,<=50K,41440
16637,48,Private,239058,Highschool Graduate,8,Widowed,Handlers-cleaners,Single,White,0,0,50,United-States,<=50K,26577
16638,21,Private,176262,Technical School,12,Single,Other-service,Single,White,0,0,18,United-States,<=50K,39780
16639,22,Private,264738,Highschool Graduate,9,Single,Exec-managerial,Single,White,0,0,42,Germany,<=50K,33302
16640,34,Private,182218,Technical School,11,Divorced,Prof-specialty,Single,White,0,0,40,United-States,<=50K,8877
16645,28,Private,68021,Bachelors Degree,10,Single,Other-service,Single,White,0,0,30,United-States,<=50K,21214
16650,40,State-gov,182460,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,Asian-Pac-Islander,0,0,38,China,>50K,109555
16651,22,Private,253310,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,0,7,United-States,<=50K,7369
16654,38,Private,146178,Highschool Graduate,9,Single,Craft-repair,Single,Black,0,0,40,United-States,<=50K,48680
16661,45,Private,186473,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,49583
16665,21,Private,143582,Bachelors Degree,13,Single,Prof-specialty,Single,Asian-Pac-Islander,0,0,45,United-States,<=50K,10444
16666,40,Private,308027,Highschool Graduate,9,Widowed,Other-service,Single,Black,0,0,40,United-States,<=50K,43216
16667,58,Private,105060,Bachelors Degree,10,Single,Adm-clerical,Single,Black,0,0,37,United-States,<=50K,37872
16668,53,Federal-gov,39643,Highschool Graduate,9,Widowed,Exec-managerial,Single,White,0,0,58,United-States,<=50K,11670
16675,33,Private,104509,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,48680
16676,26,Private,192302,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,25,United-States,<=50K,21057
16678,28,Private,108574,Bachelors Degree,10,Married-civ-spouse,Adm-clerical,Married,White,0,0,15,United-States,<=50K,17638
16679,41,Private,223934,Technical School,12,Divorced,Adm-clerical,Single,White,0,0,38,United-States,<=50K,2512
16687,22,Private,103277,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,20,United-States,<=50K,22908
16688,47,Private,236805,Bachelors Degree,10,Divorced,Sales,Single,White,0,0,60,United-States,<=50K,26770
16689,27,Private,74883,Bachelors Degree,13,Single,Tech-support,Single,Asian-Pac-Islander,0,0,40,Philippines,<=50K,23941
16692,36,Private,43701,Bachelors Degree,10,Widowed,Sales,Single,White,0,0,20,United-States,<=50K,33497
16697,75,Private,191446,Highschool Graduate,2,Married-civ-spouse,Other-service,Single,Black,0,0,16,United-States,<=50K,46460
16699,64,Private,46087,Bachelors Degree,13,Divorced,Exec-managerial,Single,White,0,0,50,United-States,<=50K,48256
16700,36,Private,356824,Highschool Graduate,9,Divorced,Sales,Single,White,0,0,40,United-States,<=50K,6637
16703,73,Self-emp-not-inc,130391,Highschool Graduate,9,Single,Other-service,Single,White,0,0,36,United-States,<=50K,24083
16704,46,Private,173613,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,43376
16709,40,Private,145649,Highschool Graduate,9,Separated,Sales,Single,Black,0,0,25,United-States,<=50K,36739
16712,19,Unknown,242001,Bachelors Degree,10,Single,Unknown,Single,White,0,0,40,United-States,<=50K,17773
16713,46,Local-gov,124071,Advanced Degree,14,Divorced,Exec-managerial,Single,White,0,0,65,United-States,>50K,292563
16714,41,Local-gov,190368,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,70,United-States,<=50K,2114
16715,29,Unknown,19793,Bachelors Degree,10,Divorced,Unknown,Single,White,0,0,8,United-States,<=50K,36052
16716,28,Private,67661,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,29027
16718,30,Federal-gov,295010,Bachelors Degree,13,Single,Protective-serv,Single,White,0,0,60,United-States,>50K,283631
16719,44,Private,203897,Bachelors Degree,13,Married-spouse-absent,Adm-clerical,Single,White,0,0,40,Cuba,<=50K,10699
16721,25,Private,159603,Highschool Graduate,9,Single,Other-service,Single,White,0,0,34,United-States,<=50K,39069
16727,24,Unknown,26671,Highschool Graduate,9,Single,Unknown,Single,Amer-Indian-Eskimo,0,0,40,United-States,<=50K,36409
16728,56,Private,357118,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,>50K,392279
16730,23,Unknown,55492,Technical School,11,Single,Unknown,Single,Amer-Indian-Eskimo,0,0,30,United-States,<=50K,5382
16732,19,Private,188008,Bachelors Degree,10,Single,Sales,Single,Black,0,0,20,United-States,<=50K,2417
16733,48,Self-emp-inc,56975,Highschool Graduate,9,Divorced,Sales,Single,Asian-Pac-Islander,0,0,84,Unknown,<=50K,20345
16742,22,Private,106700,Technical School,12,Single,Adm-clerical,Single,White,0,0,27,United-States,<=50K,37360
16743,54,Local-gov,163557,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,30,United-States,<=50K,2144
16744,39,Self-emp-inc,286261,Advanced Degree,14,Single,Prof-specialty,Single,White,0,0,40,United-States,<=50K,26554
16745,25,Private,123083,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,40,United-States,<=50K,22649
16748,50,Private,133963,Bachelors Degree,13,Divorced,Sales,Single,White,0,0,50,United-States,<=50K,6608
16751,58,Local-gov,215245,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,37,United-States,<=50K,15639
16752,24,Federal-gov,127185,Technical School,12,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,<=50K,16034
16753,21,Private,179720,Highschool Graduate,9,Single,Other-service,Single,White,0,0,30,United-States,<=50K,25070
16756,23,Private,150463,Highschool Graduate,9,Single,Priv-house-serv,Single,Other,0,0,40,Guatemala,<=50K,3676
